Timestamp,Accelerometer [X],Accelerometer [Y],Accelerometer [Z],Linear Accel. [X],Linear Accel. [Y],Linear Accel. [Z],Gyroscope [X],Gyroscope [Y],Gyroscope [Z],Euler [X],Euler [Y],Euler [Z],Mag [X],Mag [Y],Mag [Z]
831088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
