Timestamp,Accelerometer [X],Accelerometer [Y],Accelerometer [Z],Linear Accel. [X],Linear Accel. [Y],Linear Accel. [Z],Gyroscope [X],Gyroscope [Y],Gyroscope [Z],Euler [X],Euler [Y],Euler [Z],Mag [X],Mag [Y],Mag [Z]
315842,9.52,1.2,1.74,-0.07,-0.06,0.14,0.03,-0.01,0,351.19,77.94,-38.38,-17.19,24.69,11.19
316382,9.52,1.23,1.69,-0.06,-0.05,0.09,0,-0.01,0.01,351.38,77.87,-38.81,-16.37,25.69,12.19
316925,9.5,1.19,1.55,-0.09,-0.07,0.02,-0.02,-0.03,-0.01,351.75,78.31,-39.75,-16.37,24.69,12.19
317470,9.48,1.34,1.62,-0.12,0.02,0.17,0.04,0.02,0.01,352,78.44,-42.31,-16.87,23.25,12.19
318010,9.62,1.52,1.47,0.02,0.2,-0.04,-0.07,-0.03,-0.01,352.25,78.12,-41.06,-17.25,24.37,11.38
318550,9.53,0.98,1.8,-0.07,-0.26,0.32,0,0.01,-0.02,351.56,78.56,-40.31,-17.19,24.25,12
319087,9.59,1.62,1,-0.01,0.23,-0.41,-0.09,0,0.03,353.38,78.25,-44.44,-16.06,24.25,11.25
319627,9.51,1.27,1.83,-0.09,0.03,0.3,0.01,-0.01,-0.01,351.25,78.37,-39,-15.88,23.75,11.69
320173,9.53,1.33,1.49,-0.06,0.03,0.02,0.05,0.01,0.02,351.75,78.37,-41.44,-16.25,25.19,11
320711,9.52,1.32,1.67,-0.08,0.09,0.16,-0.01,-0.02,-0.02,351.56,78.19,-39.88,-16.69,23.75,10.75
321250,9.53,1.41,1.36,0,-0.04,-0.22,0.12,0.01,0.01,352.25,78.44,-43,-16.75,23.5,11.69
321787,9.49,1.41,1.69,-0.1,0.12,0.13,-0.04,-0.03,-0.02,351.69,78,-39.5,-16.75,23.87,12
322327,9.53,1.16,1.44,-0.07,-0.1,0.02,0.06,0.04,0.03,351.38,78.56,-41.38,-16,25.25,11.69
322868,9.51,1.46,1.69,-0.04,0.2,-0.04,-0.05,-0.05,-0.02,351.13,77.56,-35.94,-17.06,24.87,11.69
323408,9.5,1.13,1.44,-0.1,-0.12,-0.09,-0.04,0,0.01,351.56,78.25,-39.5,-16.25,24.5,12.38
323947,9.56,1.21,1.61,-0.02,-0.02,0.05,0,-0.02,0,351.56,78.06,-39.69,-17.06,24.87,11.25
324486,9.52,1,1.8,-0.07,-0.26,0.26,-0.01,0.01,0,351.38,78.25,-39.25,-16.56,24.5,11.25
325026,9.55,1.4,1.25,-0.04,0.06,-0.21,-0.06,-0.02,0,352.38,78.25,-42.13,-15.56,23,12.69
325565,9.53,1.24,1.73,-0.06,-0.06,0.23,0.01,-0.01,0,351.75,78.25,-41,-15.19,23.87,11.19
326113,9.52,1.27,1.42,-0.08,-0.02,-0.03,-0.01,0.01,0,351.88,78.44,-41.63,-16.56,24.56,12.38
326653,9.56,1.53,1.7,-0.02,0.21,0.17,0,-0.02,0,351.69,78.12,-40.88,-15.56,24.25,11.25
327195,9.52,1.07,1.63,-0.08,-0.19,0.14,0,0,-0.01,351.44,78.5,-40.44,-15.56,25,10.88
327735,9.55,1.52,1.44,-0.04,0.19,-0.06,0,-0.02,0.01,351.88,78.12,-41.5,-16.25,24.56,11.88
328276,9.54,1.42,1.66,-0.05,0.13,0.13,-0.01,-0.01,-0.03,351.38,78.19,-40.06,-16.69,23.87,12.25
328820,9.59,1.12,1.47,-0.01,-0.18,-0.02,0.02,-0.01,0.02,351.63,78.31,-41,-15.88,24.5,11.5
329359,9.52,1.37,1.44,-0.07,0.07,-0.05,-0.02,-0.01,0,351.69,78.31,-40.69,-15,23.75,11.5
329902,9.52,1.25,1.59,-0.08,-0.05,0.08,-0.03,0,0,351.75,78.25,-40.88,-17.19,24.5,11.06
330441,9.54,0.97,1.48,-0.06,-0.31,0.03,0.03,0.01,0.01,351.56,78.56,-41.44,-16.5,23.75,11.5
330981,9.5,1.51,1.63,-0.09,0.22,0.12,0.02,-0.01,-0.01,351.69,78.25,-40.69,-16.06,24.06,11.75
331524,9.54,1.03,1.32,-0.07,-0.22,-0.14,0,-0.01,0,351.44,78.62,-40.63,-15.38,25.06,11.88
332069,9.56,1.37,1.72,-0.03,0.04,0.21,0.02,0,0.01,351.5,78.12,-41.25,-16.5,24.06,11.5
332609,9.51,1.17,1.43,-0.09,-0.09,-0.06,-0.03,-0.01,-0.01,351.25,78.44,-40.38,-15.38,24,11.75
333149,9.54,1.33,1.67,-0.06,0.04,0.13,0,-0.02,0.01,351.56,78,-41,-15.69,24.37,11.19
333688,9.46,1.33,1.45,-0.14,0.03,-0.02,0,-0.01,0,351.44,78.44,-41.25,-16.5,24.37,12.88
334226,9.59,1.18,1.37,0,-0.12,-0.1,-0.07,-0.03,-0.01,351.75,78.31,-41.31,-15.69,24.37,11.75
334770,9.6,0.89,1.43,-0.01,-0.36,-0.03,0.01,-0.02,-0.01,351.38,78.56,-40.5,-16.87,23.69,11.06
335311,9.54,1.57,1.83,-0.04,0.2,0.32,0.03,-0.01,0.01,351.94,77.94,-42.19,-16.5,23.69,11.56
335852,9.57,1.04,1.13,-0.04,-0.22,-0.29,0.04,-0.01,0,351.88,78.69,-41.56,-16.06,24.06,12.06
336392,9.53,1.5,1.8,-0.06,0.14,0.29,-0.04,-0.02,0,351.94,78,-41.94,-15.69,23.69,11.25
336932,9.61,1.09,1.08,-0.09,-0.14,-0.26,-0.03,0,0,352.75,78.69,-43.75,-16,23.87,12
337492,9.52,1.37,1.7,-0.06,0.06,0.17,-0.01,-0.01,-0.01,351.5,78.06,-40.75,-16,24.56,12.06
338032,9.6,1.01,1.38,0,-0.27,-0.08,0.03,0.01,0.01,351.5,78.5,-41.25,-15.56,23.06,11.69
338571,9.53,1.6,1.85,-0.04,0.23,0.28,-0.01,-0.04,0.01,351.88,77.62,-41.13,-15.56,23.87,11.5
339110,9.56,0.92,1,-0.06,-0.37,-0.35,0.08,0.02,0.01,352.38,78.94,-43.63,-15.5,23.25,12.5
339650,9.46,1.57,2.32,-0.08,0.22,0.57,-0.02,-0.02,0.02,351.31,77.12,-39.38,-16.19,23.56,11.25
340191,9.57,1.01,0.85,-0.06,-0.19,-0.47,0.08,0.01,-0.01,352.06,79.37,-42.25,-16.06,23.37,12.06
340731,9.51,1.51,2.07,-0.04,0.01,0.34,0.01,-0.05,0.02,351.88,76.94,-40.06,-15.69,23.56,10.5
341272,9.59,0.92,1.03,-0.04,-0.32,-0.32,0.11,0.03,0.01,351.56,79.19,-42.63,-16.19,23.69,12.06
341810,9.44,1.83,1.99,-0.11,0.43,0.33,-0.01,-0.04,-0.03,351.88,77.12,-40.13,-15.5,23.25,11
342347,9.58,0.85,1,-0.05,-0.33,-0.31,0.05,0.02,0.02,351.5,79.56,-42.06,-15.88,23.37,11
342888,9.51,1.67,2.21,-0.03,0.31,0.45,-0.03,-0.05,-0.01,351.31,76.87,-37.75,-16.69,23,10.5
343434,9.56,1.04,0.96,-0.08,-0.15,-0.32,0.07,0.02,0,352.06,79.62,-42.69,-15.88,23.25,10.56
343973,9.48,1.57,2.13,-0.08,0.21,0.46,0.02,-0.02,0,351.38,77.31,-39.13,-16.19,22.87,10.5
344514,9.57,0.98,0.93,-0.05,-0.23,-0.47,0.08,0,0.01,351.88,79.06,-41,-16.25,22.87,11
345054,9.51,1.79,2.26,-0.06,0.4,0.64,0.02,0.01,0,351.63,77.44,-40.69,-15.5,23.19,11
345593,9.54,1.03,0.98,-0.03,-0.15,-0.45,0.04,-0.02,0,352.25,78.75,-41.06,-15.88,22.06,10.25
346136,9.52,1.37,2.1,-0.07,0.06,0.58,-0.03,0.02,0.02,351.06,78.19,-40.69,-15.75,22.06,10.19
346678,9.6,1.6,0.94,-0.01,0.32,-0.46,-0.16,-0.05,-0.04,353.25,78.75,-42.5,-15.69,22,11.69
347215,9.52,1.06,1.94,-0.09,-0.22,0.54,0,0.06,0.03,350.88,78.75,-42.5,-16.06,21.5,10.75
347755,9.6,1.56,1.15,0,0.31,-0.42,-0.01,-0.05,-0.03,351.19,78.12,-38.5,-15.06,22.5,11.69
348294,9.55,1.13,1.65,-0.05,-0.13,0.16,0,-0.01,0.01,351.06,78.44,-40.06,-16.19,22.37,10.5
348834,9.54,1.5,1.35,-0.06,0.22,-0.1,0,-0.02,-0.01,352,78.56,-41.5,-15.75,22.37,10.69
349378,9.57,1.1,1.61,-0.05,-0.19,0.14,0.12,0.02,0.04,350.75,78.62,-40.31,-16.19,22.25,11.5
349918,9.52,1.47,1.64,-0.08,0.2,0.11,0,-0.01,0,350.94,78.31,-39.44,-15.5,22,10.5
350456,9.56,1.02,1.67,-0.05,-0.16,0.13,0,-0.01,-0.01,350.25,78.56,-37.63,-15.75,22.25,10.69
350998,9.5,1.44,1.66,-0.09,0.13,0.16,0.04,0,0.02,351.13,78.19,-41.06,-15.06,21.56,10.38
351537,9.54,1.23,1.43,-0.06,0.02,-0.08,0.01,-0.01,-0.02,350.5,78.56,-38.56,-15.75,22,11.75
352082,9.52,1.1,1.84,-0.08,-0.14,0.29,0.01,0,0.01,350.38,78.31,-38.81,-16.19,22.69,10.5
352622,9.55,1.73,1.36,-0.07,0.36,-0.06,-0.09,-0.01,-0.02,351.63,78.31,-42.06,-15.5,22.19,11.5
353164,9.59,1.05,1.43,-0.02,-0.19,-0.04,-0.04,-0.02,-0.01,351.06,78.62,-40.25,-15.75,21.87,11.5
353701,9.52,1.3,1.48,-0.09,-0.01,0.06,0.03,0,0.01,351.38,78.56,-42.69,-15.56,20.69,11.19
354238,9.58,1.41,1.3,-0.03,0.15,-0.15,-0.05,-0.02,-0.02,351.5,78.62,-40.88,-16.25,21.87,11.5
354782,9.54,1.21,1.75,-0.06,-0.06,0.29,0.02,0.01,0.01,350.88,78.56,-41.06,-15.88,21.87,10.75
355325,9.54,1.33,1.42,-0.06,0.07,-0.05,-0.02,-0.01,0,350.81,78.5,-40.38,-16.69,21.5,11.19
355872,9.52,1.37,1.62,-0.07,0.04,0.09,0.01,-0.01,0,350.5,78.31,-39.75,-16.69,21.87,10.06
356429,9.54,1.36,1.65,-0.06,0.1,0.13,-0.02,0,0,350.63,78.31,-39.63,-15.19,22.56,9.75
356966,9.53,1.18,1.52,-0.07,-0.06,0.02,-0.03,-0.02,-0.02,350.69,78.44,-39.69,-15.88,22.19,11.75
357509,9.5,1.25,1.49,-0.09,-0.08,0,0.03,-0.01,0.01,351.38,78.19,-41.81,-15.25,21.37,10.88
358052,9.55,1.19,1.62,-0.1,-0.03,0.1,0.02,-0.01,0,350.94,78.25,-40.94,-16.25,22.19,11.25
358592,9.57,1.4,1.52,-0.02,0.08,0.02,0.03,-0.01,0.01,351.13,78.19,-41.31,-15.88,22.19,10.19
359130,9.55,1.12,1.44,-0.05,-0.17,-0.03,0.01,-0.01,-0.01,350.94,78.37,-41.06,-15.75,21.5,10.75
359672,9.53,1.26,1.65,-0.05,-0.12,0.11,0.01,0,0.02,350.81,78.25,-40.88,-15.5,21.87,10.06
360211,9.5,1.25,1.59,-0.09,-0.03,0.07,0.01,0,-0.02,350.63,78.25,-40.44,-15.75,21.87,10.75
360756,9.53,1.33,1.42,-0.07,0.04,-0.06,0.03,0,0.01,350.81,78.37,-41,-16.06,21.87,10.5
361294,9.55,1.29,1.77,-0.04,0,0.27,0.02,0,0,350.56,78.31,-40.56,-15.75,22.56,10.75
361837,9.54,1.36,1.35,-0.06,0.07,-0.11,-0.02,-0.01,0,350.94,78.5,-41.25,-15.5,22.19,11.19
362376,9.52,1.26,1.6,-0.08,0,0.11,0.01,0,-0.01,350.63,78.5,-40.38,-15.5,22.56,10.06
362918,9.54,1.1,1.51,-0.09,-0.21,0.01,0.03,-0.02,0.01,350.69,78.44,-40.38,-16.56,22.56,10.75
363457,9.54,1.26,1.5,-0.06,0.01,0.02,0.03,0.01,-0.01,350.63,78.56,-40.38,-16.19,22.19,10.06
364000,9.52,1.22,1.74,-0.04,-0.05,0.19,-0.01,-0.03,0.01,350.5,78.12,-39.38,-16.5,22.56,10.06
364539,9.57,1.28,1.38,-0.03,0.02,-0.07,0,0.01,-0.01,350.81,78.62,-40.75,-15.69,21.5,10.75
365080,9.57,1.26,1.6,-0.03,0,0.09,-0.01,-0.02,0.01,350.63,78.37,-39.88,-15.69,21.87,10.75
365620,9.56,1.17,1.53,-0.04,-0.08,0.05,-0.01,0,0,350.69,78.5,-40.44,-16.5,21.5,10.75
366158,9.55,1.28,1.74,-0.06,-0.01,0.15,-0.01,-0.01,0.01,350.63,78.25,-40.06,-16.5,21.87,10
366705,9.56,1.32,1.38,-0.04,0.06,-0.07,-0.02,0,0,350.81,78.62,-40.75,-15.38,21.06,10.38
367247,9.49,1.2,1.78,-0.1,-0.06,0.25,0,-0.01,0,350.44,78.25,-39.5,-16.06,22.56,11.25
367785,9.53,1.22,1.46,-0.06,-0.03,-0.04,0.02,-0.01,0.01,350.56,78.37,-39.94,-26.69,41.56,20
368328,9.53,1.29,1.67,-0.06,0.01,0.12,-0.01,-0.01,0,350.38,78.31,-39.25,-16.5,25.06,11.5
368867,9.53,1.13,1.59,-0.06,-0.13,0.06,0.02,0,0.01,350.31,78.31,-39.56,-17.06,24,11.75
369410,9.52,1.35,1.61,-0.07,0.09,0.05,0,-0.01,0,350.25,78.19,-38.88,-16,24.37,11.75
369950,9.51,1.16,1.64,-0.08,-0.09,0.08,0.01,-0.01,0,350.25,78.19,-38.88,-15.56,24.69,10.69
370493,9.52,1.29,1.64,-0.07,0.03,0.09,0,0,0,350.25,78.25,-39.06,-16.69,24.37,12.06
371032,9.53,1.15,1.59,-0.06,-0.09,0.05,0,-0.02,0.01,350.19,78.31,-39.06,-15.56,25.37,11.06
371573,9.53,1.41,1.71,-0.11,0.09,0.18,0,-0.01,0.01,350.31,78.25,-39.38,-16.56,24.69,12.38
372112,9.54,1.2,1.42,-0.06,-0.02,-0.08,0.03,0,0,350.25,78.5,-39.31,-16.56,25.37,12
372659,9.52,1.24,1.81,-0.07,-0.01,0.25,-0.01,-0.01,0,350.19,78.12,-39,-16.5,25.25,11.06
373198,9.53,1.17,1.49,-0.04,0,0.05,0.01,0,-0.02,350.44,78.5,-40,-16.5,24.25,12.19
373739,9.53,1.44,1.54,-0.06,0.14,0.04,-0.03,0,0,350.75,78.25,-40.75,-15.69,24.25,12.19
374280,9.58,1.16,1.52,-0.02,-0.12,0.02,0.01,0,0,350.63,78.31,-40.75,-16.25,25,11.5
374820,9.58,1.14,1.55,-0.01,-0.15,0.03,-0.03,-0.02,0.02,350.38,78.25,-40.38,-15.88,24.56,11.5
375363,9.56,1.36,1.16,-0.04,0.1,-0.21,-0.01,0,-0.01,350.81,78.69,-41.31,-15.69,24.56,12.19
375904,9.51,1.28,1.89,-0.09,0.01,0.35,0.02,-0.01,0,350.19,78.19,-39.75,-15.69,25,11.5
376445,9.52,1.36,1.31,-0.04,-0.04,-0.15,-0.01,0,0.01,350.63,78.56,-41,-16,23.75,11.75
376985,9.51,1.29,1.75,-0.09,0.03,0.21,0,-0.01,-0.02,350.13,78.25,-39.19,-15.69,24.87,11.56
377528,9.55,1.12,1.41,-0.04,-0.07,-0.14,0.01,-0.01,0.01,350.38,78.31,-40.19,-16.37,24.87,11.56
378067,9.54,1.47,1.66,-0.05,0.18,0.13,0.02,-0.01,-0.01,350.44,78.19,-40.13,-16.37,23.37,11.88
378614,9.54,1.06,1.54,-0.05,-0.19,0.02,-0.01,0,0,350.25,78.31,-39.56,-17.06,24.87,11.88
379155,9.5,1.45,1.62,-0.08,0.12,0.07,0.01,-0.01,0.02,350.5,77.94,-40.56,-16.69,24.19,11.75
379695,9.53,1.28,1.62,-0.06,0.02,0.06,0,-0.01,-0.02,350,78.19,-38.88,-15.25,25.19,11.75
380232,9.47,1.01,1.83,-0.11,-0.27,0.26,0.02,-0.01,0.02,350.06,77.94,-39.31,-15.88,23.75,12.56
380774,9.54,1.62,1.5,-0.04,0.3,0,0.01,0.02,0,350.56,78.12,-40.94,-16.37,23.75,12.5
381319,9.5,0.87,1.71,-0.09,-0.35,0.12,-0.02,-0.03,-0.01,349.94,78.12,-37.56,-16,24.5,12.19
381858,9.55,1.62,1.25,-0.04,0.22,-0.17,0.05,0,0.02,351.56,78.19,-44.38,-16,23.56,12.38
382395,9.54,1.37,1.63,-0.05,0.08,0.14,0,0,-0.01,350.44,78.31,-41,-16.5,24.25,11.38
382938,9.54,1.26,1.6,-0.06,-0.02,0.07,0.01,0.01,0.02,350.31,78.31,-41.19,-16.5,24.25,12
383476,9.56,1.64,1.25,-0.03,0.33,-0.22,-0.03,-0.03,-0.01,350.75,78.37,-41.63,-16.5,23.56,13.75
384037,9.52,1.08,1.85,-0.08,-0.16,0.33,0.01,0,-0.01,349.81,78.37,-39.25,-16.06,23.56,11.69
384578,9.48,1.37,1.47,-0.11,0.05,-0.03,-0.01,-0.01,0.01,350.69,78.12,-41.44,-16,24.69,12.38
385117,9.52,1.33,1.49,-0.07,0.04,0,-0.01,0.01,-0.02,350.38,78.31,-40.75,-16.75,23.56,11
385658,9.51,1.38,1.7,-0.05,-0.08,0.1,0.01,-0.03,0.02,350.63,78.06,-41.13,-15.25,23.56,12
386196,9.57,1.24,1.43,-0.03,-0.05,0,-0.01,0.02,-0.01,350.88,78.62,-42.25,-16,23.5,12.25
386737,9.54,1.29,1.64,0,0.11,0.22,0,-0.01,0.02,350.75,78.06,-41.69,-16,23.87,11.88
387281,9.55,1.04,1.38,-0.05,-0.24,-0.06,0.03,0.02,-0.01,350.5,78.56,-41.81,-15.19,23.5,12.25
387823,9.52,1.37,1.71,-0.06,0.03,0.15,0,-0.02,0.01,350.56,78.06,-41.25,-15.88,24.87,11.56
388361,9.56,1.46,1.47,-0.04,0.15,0,-0.01,0.01,-0.01,350.56,78.37,-41.75,-16.37,23.5,11.56
388903,9.53,1.32,1.6,-0.04,0,0.1,-0.01,-0.02,0.01,350.38,78.25,-40.69,-16,24.19,11.56
389443,9.53,1.13,1.51,-0.06,-0.16,0.01,0.02,0.01,0,350.19,78.25,-40.94,-17,24.06,11.75
389989,9.53,1.46,1.46,-0.05,0.15,-0.07,-0.02,-0.02,0,350.25,78.12,-40.31,-16,24.5,12.5
390531,9.52,1.16,1.84,-0.09,-0.07,0.3,0.01,0.01,0,349.75,78.06,-39.19,-15.88,23.87,11.75
391069,9.52,1.35,1.42,-0.08,0.06,-0.09,0.02,-0.01,0.01,350.19,78.19,-40.25,-15.88,23.87,11.5
391608,9.5,1.3,1.88,-0.09,0.04,0.3,0.01,0.01,-0.01,349.56,78.06,-38.69,-16.19,23.87,11.75
392148,9.56,1.16,1.41,-0.03,-0.1,-0.13,-0.01,-0.02,0.02,349.81,78.12,-39.38,-15.88,23.37,12.19
392690,9.5,1.41,1.76,-0.04,0.06,0.18,0,0.01,-0.01,349.69,78,-39.31,-16.69,23.75,11.19
393233,9.52,1.08,1.43,-0.07,-0.18,-0.11,-0.01,-0.02,0,349.69,78.19,-39.13,-15.88,24.06,11.75
393774,9.53,1.32,1.75,-0.05,0.03,0.18,0.01,0,0,349.63,77.94,-39.38,-15.06,24.5,11.5
394314,9.53,1.11,1.5,-0.05,-0.17,-0.05,0,-0.01,0,349.63,78.06,-39.38,-16.19,23.75,12.19
394857,9.47,1.48,1.88,-0.11,0.18,0.28,0.01,0,0,349.56,77.81,-39.13,-16.19,23.75,11.5
395397,9.53,1.21,1.54,-0.06,-0.07,-0.02,0,-0.01,0,349.63,78,-39.31,-15.5,23.75,11.38
395943,9.5,1.21,1.86,-0.08,-0.07,0.26,0,0,0,349.44,77.87,-38.75,-16.5,24.06,11.06
396486,9.53,1.16,1.5,-0.05,-0.11,-0.07,0,0,0.01,349.56,77.94,-39,-16.87,24.06,10
397027,9.51,1.22,1.68,-0.08,-0.01,0.07,-0.02,-0.01,-0.01,349.31,78,-37.56,-16.19,24.5,10.38
397569,9.51,1.18,1.69,-0.07,-0.07,0.08,0.01,-0.01,0.01,349.44,77.94,-38.13,-16.75,23.75,11.38
398108,9.5,1.48,1.68,-0.09,0.22,0.08,0,0.01,-0.01,349.38,78,-38.25,-16.5,23.75,11.06
398655,9.52,1.1,1.58,-0.06,-0.16,-0.01,-0.01,-0.02,0.01,349.44,77.94,-38.31,-16.5,24.5,10.38
399197,9.52,1.33,1.85,-0.08,0.05,0.26,-0.01,0,0,349.38,77.94,-38.38,-15.38,24.5,11.06
399735,9.54,1.16,1.56,-0.05,-0.1,0,-0.01,-0.01,0,349.56,78.19,-39.19,-16.06,24.75,11.38
400278,9.5,1.23,1.69,-0.07,0.03,0.14,0.01,-0.01,0.01,349.56,78.06,-39.06,-16.75,23.75,12.06
400818,9.49,1.34,1.6,-0.1,0.07,0.03,0,-0.01,0,349.5,78.12,-39.06,-15.38,24.06,11.38
401359,9.53,1.28,1.66,-0.06,0.01,0.09,0,-0.01,0,349.44,78.12,-39.06,-16.5,23.37,11.69
401905,9.52,1.21,1.62,-0.06,-0.05,0.07,0,0,0.01,349.44,78.12,-39.13,-16.5,23.37,10.69
402451,9.55,1.28,1.55,-0.06,-0.01,-0.05,-0.01,-0.01,0,349.38,78.12,-38.69,-16.06,24.75,12.75
402992,9.5,1.26,1.72,-0.09,0.01,0.13,0,0,0,349.25,78,-38.25,-17.06,23.75,11.38
403533,9.52,1.23,1.57,-0.06,-0.01,0,0,-0.01,0,349.38,78.12,-38.63,-16.06,23.37,9.69
404074,9.49,1.33,1.86,-0.09,0.07,0.27,0,-0.01,0,349.31,78,-38.31,-16.06,24.06,12.06
404621,9.54,1.21,1.44,-0.05,-0.04,-0.09,-0.01,0,0,349.56,78.25,-39.19,-15.19,24.37,10.56
405161,9.51,1.27,1.83,-0.09,0.03,0.21,0,-0.01,-0.01,349.31,77.87,-38.19,-14.88,24,10.25
405702,9.51,1.11,1.58,-0.08,-0.15,0.01,0.01,0.01,0.01,349.38,78.12,-38.88,-15.56,24.37,10.25
406243,9.52,1.35,1.65,-0.06,0.07,0.04,-0.02,-0.02,0,349.38,77.87,-38.31,-15.56,24.37,10.56
406785,9.5,1.22,1.74,-0.08,-0.01,0.13,-0.01,-0.01,0,349.13,78,-37.75,-15.19,24,10.25
407330,9.5,1.13,1.74,-0.08,-0.12,0.12,0,0,0.01,349.19,77.87,-37.81,-16.25,24,10.25
407870,9.52,1.4,1.66,-0.07,0.17,0.08,0.01,0,0,349.13,77.94,-37.5,-15.56,24,9.19
408412,9.51,1.21,1.76,-0.07,-0.01,0.14,0,0,0,349,77.94,-37.25,-16,24,9.88
408953,9.52,1.22,1.67,-0.08,0.05,0.06,0,-0.01,0,348.94,78,-37.19,-16,24,9.88
409492,9.49,1.36,1.76,-0.1,0.12,0.14,-0.01,0,0,348.94,78,-37.19,-16,24,10.25
410035,9.51,1.15,1.65,-0.07,-0.06,0.02,0,-0.01,0.01,348.88,78,-36.81,-15.56,23.69,9.88
410584,9.48,1.32,1.77,-0.1,0.09,0.13,0,0,0.01,348.88,77.94,-36.69,-15.19,24.37,10.25
411124,9.52,1.18,1.63,-0.07,-0.04,0,-0.01,-0.01,0,348.94,77.94,-36.81,-15.56,23.25,10.56
411664,9.49,1.23,1.79,-0.08,0,0.13,0,-0.01,0,349,77.75,-36.75,-15.19,23.69,9.88
412205,9.51,1.24,1.64,-0.07,0,0,0,0,-0.01,349.06,77.87,-36.94,-14.88,24,10.25
412745,9.53,1.25,1.73,-0.05,0,0.08,0,0,0.02,349.19,77.75,-37.19,-15.19,23.69,10.56
413291,9.52,1.38,1.69,-0.06,0.14,0.04,0.01,0.01,-0.01,349.13,77.81,-37,-16,24,10.25
413832,9.5,1.14,1.75,-0.08,-0.1,0.09,0,0,0,349.13,77.75,-37,-16,24.37,10.25
414373,9.5,1.25,1.79,-0.07,0,0.14,0,0,-0.01,349.19,77.75,-37.06,-15.56,23.69,10.25
414914,9.5,1.3,1.6,-0.07,0.05,-0.04,0.01,-0.02,-0.01,349.38,77.75,-37.13,-15.56,23.69,11
415452,9.5,1.14,1.75,-0.08,-0.1,0.09,-0.02,-0.01,-0.01,349.44,77.75,-36.88,-15.38,24.56,9.75
415993,9.51,1.26,1.56,-0.07,0,-0.04,-0.01,-0.01,0,349.94,77.87,-38.31,-15.38,23.56,9.75
416541,9.53,1.1,1.68,-0.04,-0.16,0.07,0,-0.01,0,349.94,77.87,-38.38,-14.19,23.19,8.88
417083,9.56,1.28,1.47,-0.03,0,-0.1,0,-0.01,0,350.31,78,-39.38,-14.25,23.75,9
417623,9.49,1.19,1.81,-0.09,-0.07,0.2,0.01,0.01,-0.02,350,77.87,-38.44,-15.06,24.19,8.88
418164,9.56,1.23,1.28,-0.06,-0.04,-0.24,0.01,0,0.01,350.63,77.94,-40.06,-14,23.06,8.25
418705,9.5,1.34,1.9,-0.07,0.05,0.24,0,0,-0.02,350.19,77.62,-37.94,-14.25,23.75,10
419249,9.52,1.07,1.33,-0.06,-0.21,-0.22,0.01,0,0,350.69,78.06,-39.44,-14.19,24.19,9.56
419789,9.52,1.38,1.85,-0.06,0.08,0.23,0.01,-0.01,-0.01,350.56,77.75,-38.75,-15.56,23.75,9.25
420331,9.53,0.91,1.35,-0.06,-0.33,-0.2,-0.01,0,-0.01,350.56,78.25,-38.75,-14.25,23.5,9.69
420872,9.51,1.36,1.8,-0.06,0.01,0.19,0,0,0.01,350.81,77.56,-39.19,-15.25,23.06,9.69
421413,9.57,1.48,1.3,-0.01,0.17,-0.24,0,-0.02,-0.02,351.25,78.06,-40.13,-14.19,22.37,10.25
421960,9.49,1.02,1.94,-0.09,-0.24,0.29,-0.01,-0.02,0,350.75,77.75,-37.5,-15,24.06,9
422500,9.54,1.48,1.46,-0.04,0.16,-0.08,0.01,0.01,0.01,351.63,77.94,-40.44,-15,23,9.69
423040,9.49,1.28,1.69,-0.09,0.01,0.11,0.01,-0.01,-0.01,351.19,78.06,-38.69,-14.06,23.37,9
423579,9.49,1.07,1.66,-0.09,-0.22,0.08,-0.01,0.01,0,351.44,77.94,-39.31,-13.75,23.37,9.69
424120,9.55,1.37,1.56,-0.04,0.11,0,0.01,0,-0.01,351.63,77.87,-39.31,-14.06,22.87,9.25
424659,9.52,1.09,1.61,-0.06,-0.2,0.01,-0.01,-0.01,0,351.56,77.87,-38.94,-14.5,22.87,9
425206,9.52,1.44,1.69,-0.05,0.12,0.09,0,0,-0.01,351.81,77.75,-39.69,-14.06,24.25,9.69
425748,9.54,1.06,1.63,-0.04,-0.27,0.01,0,-0.01,0,351.75,77.87,-39.31,-14.5,23.25,9.25
426288,9.52,1.32,1.71,-0.05,0,0.12,0.01,0,0.01,351.94,77.75,-39.94,-14.88,23.87,9.75
426825,9.53,1.31,1.44,-0.05,0.01,-0.11,-0.03,-0.01,-0.02,352.13,78,-39.69,-14.75,24,9.19
427368,9.53,1.28,1.85,-0.05,-0.02,0.27,-0.01,-0.01,0,352.06,77.87,-39.75,-14.69,24,8.19
427915,9.5,1.46,1.5,-0.08,0.14,-0.03,-0.01,0,0,352.44,78.06,-40.69,-13.5,22.87,9.56
428453,9.55,1.18,1.65,-0.03,-0.11,0.06,0,-0.01,-0.01,352.06,77.87,-39.06,-14.19,23.56,9.56
428996,9.51,1.19,1.67,-0.07,-0.1,0.08,0.01,0,0,352.25,77.87,-39.31,-27.75,40.56,19
429536,9.51,1.17,1.69,-0.07,-0.11,0.1,-0.03,-0.01,-0.01,352.31,77.94,-39.06,-27,40.56,19.69
430077,9.52,1.22,1.61,-0.07,-0.06,0.04,0.01,0.01,0,352.44,78,-39.44,-15.75,25.5,12
430628,9.53,1.37,1.53,-0.05,0.06,-0.02,-0.02,-0.02,-0.01,352.75,78,-39.81,-15.56,24.19,11.75
