Timestamp,Accelerometer [X],Accelerometer [Y],Accelerometer [Z],Linear Accel. [X],Linear Accel. [Y],Linear Accel. [Z],Gyroscope [X],Gyroscope [Y],Gyroscope [Z],Euler [X],Euler [Y],Euler [Z],Mag [X],Mag [Y],Mag [Z]
1201389,5.43,-2.66,0.3,-3.53,1.26,-0.12,1.41,-0.36,-0.07,22.87,66.25,83.37,-32.25,25.25,9.69
1201933,5.53,-2.77,1.63,-3.24,1.5,0.85,-0.66,0.44,-0.04,29.5,63.63,79.75,-34.5,25.25,8.06
1202477,5.59,-3.08,1.14,-3.03,1.24,-0.56,0.75,-0.16,0.28,14.31,61.63,68.31,-32.88,26.19,4
1203018,6.57,-4.14,2.11,-1.67,0.15,0.63,-0.75,0.42,0.07,35.25,61,69.94,-32.88,24.87,6.19
1203561,6.2,-4.55,1.87,-2.28,0.15,0.5,0.67,-0.4,0.04,14.69,60,73.81,-30.37,27.37,5.06
1204105,5.18,-2.87,1.82,-3.23,1.93,0.4,-0.26,0.51,-0.09,29.5,59.19,73.5,-30.69,27.37,6.06
1204649,6.7,-4.16,2.4,-1.84,0.39,0.9,0.64,-0.42,0.28,16.44,60.69,71.81,-32.5,26.06,5.38
1205190,5.38,-3.91,1.59,-3.03,0.89,0.12,-0.58,0.2,-0.17,29.25,59.19,73.06,-30.69,28.19,5.38
1205736,5.94,-4.11,0.65,-2.47,0.85,-0.09,0.1,-0.3,-0.11,15.25,59.25,81.56,-29.56,27.87,6.75
1206280,5.43,-3,2.02,-2.94,2.03,1.19,-0.32,0.4,0.23,19.75,58.63,80.69,-30,28.19,7.88
1206820,6.31,-4.2,1.13,-2.1,0.71,0.14,0.7,-0.39,0.11,12.19,59.19,78.62,-30,28.19,6.75
1207365,5.9,-4.28,1.54,-1.96,0.86,0.25,-0.94,0.51,0.14,28.94,58,79.44,-32,27.87,7.5
1207908,7.33,-5.92,2.23,-1.18,-1.37,0.57,-0.25,-0.17,0.13,14.13,60.31,70.31,-30.19,28,3
1208452,6.57,-4.67,2.27,-1.76,0.29,0.86,-0.48,0.15,0.03,29.12,58.19,74.12,-32,27.19,6.5
1208995,7.41,-5.53,2.34,-1.05,-0.77,1.03,-0.35,-0.24,-0.07,16.56,59.75,74.56,-31.25,27.5,5.5
1209537,5.73,-3.68,0.96,-2.67,1.19,-0.29,-0.27,-0.09,0.17,27.5,58.94,75.75,-31.25,27.19,7.19
1210080,6.45,-4.14,1.52,-1.83,1.03,0.86,0.29,-0.37,-0.33,6.13,58,82.94,-26.56,29.25,6.06
1210628,5.58,-2.99,1.08,-3.22,1.19,0.04,-0.56,0.28,0.01,30.5,63.81,76,-33.38,25.06,7.75
1211168,5.83,-3.49,0.05,-2.18,2,-1.21,1.19,-0.17,-0.12,14.5,54.81,77,-27.25,29.37,7.75
1211710,8.53,-3.84,0.81,0.32,1.51,0.58,-0.68,0.24,0.2,17.25,56.69,87.69,-26.37,29.06,9.38
1212264,13.49,-4.08,-1.33,4.83,0.52,-1.19,0.72,-0.45,-0.28,35.25,62.06,91.5,-31.06,23.75,14.38
1212808,11.29,-4.09,2.87,2.87,0.91,2.57,-0.45,0.15,0.55,16.31,59.19,86.5,-29.25,27.69,9.5
1213355,8.92,-4.11,-1.57,0.41,0.75,-1.51,0.41,-0.1,-0.13,16.31,60.19,90.69,-28.56,28.5,10.25
1213896,12.58,-3.84,1.15,3.62,0.13,1.38,-0.25,0.11,-0.32,13.88,65.94,93.31,-30,27.06,9.19
1214438,11.32,-3.68,-1.6,2.63,0.84,-1.24,0.46,-0.29,-0.2,21.06,62.5,94.69,-28.19,26.25,11.88
1214982,11.35,-2.42,2.44,2.49,1.68,1.59,-0.89,1,0.25,19.44,64.62,78.25,-31.06,26.25,7.88
1215528,12.55,-2.4,-0.29,3.64,1.68,-0.65,0.64,-1.03,-0.18,31.44,65.25,84.94,-33.88,23.87,10
1216070,11.39,-2.58,1.77,2.6,1.7,1.08,0.01,0.42,0.04,28,63.69,80.81,-32.25,25.69,10.25
1216615,12.02,-3.04,0.03,3.07,0.84,-1.23,0.56,-0.14,0,27,65.31,82.56,-32,24.56,9.56
1217158,10.79,-2.14,2.89,1.9,1.89,2,-0.7,0.54,0.08,24.06,64.87,77.31,-31.56,25.25,7.25
1217700,8.2,-4,1.32,-0.73,0.03,1.09,-0.43,-0.29,-0.13,29.12,65.62,86.75,-33.5,24.75,9.19
1218242,12.62,-3.15,3.01,2.87,1.23,1.48,-0.06,0.71,0.06,29.87,62.06,68.37,-33.5,24.87,6.75
1218787,14.06,-4.1,2.1,5.07,0.97,0.23,1.06,-0.77,-0.36,34.06,61.25,70.94,-33.56,24.56,7.88
1219332,12.25,-5.59,4.25,4.05,-0.67,2.07,0.9,0.97,0.22,26.5,56.38,64.87,-31.37,27.75,5.5
1219874,12.76,-6.14,3.3,5.21,-0.23,1.22,1,-0.64,-0.66,25,50.31,70.62,-26.75,31,5.06
1220416,10.57,-5.99,3.41,2.3,-1.13,1.36,-0.22,0.5,0.11,22.44,57.44,67,-31.06,28.25,2.69
1220958,10.24,-6.49,1.66,2.13,-1.39,-0.42,0,-0.5,0.38,21.69,55.63,68.19,-30.69,28.56,3.38
1221501,10.4,-8.19,3.04,1.78,-3.64,2.01,-0.52,0.48,-0.03,11,61.56,77.25,-29.56,27.75,4.25
1222051,9.43,-6.01,0.31,0.87,-1.44,-1.12,0.53,-0.71,0.36,20.87,60.63,72.94,-32.88,26.37,5.38
1222593,12.79,-3.81,3.18,4.1,0.6,2.12,0.32,0.73,-0.73,17.31,62.38,76.5,-28.19,28.19,7.5
1223134,12.21,-4.72,0.58,3.4,0.62,-0.32,1.02,-0.87,-0.26,24.87,60.5,71.75,-30.25,27,4.75
1223676,8.84,-3.18,3.08,0,0.7,1.43,-1.7,0.62,-0.66,27.56,64.69,67,-32.19,26.56,4.69
1224220,10.83,-2.97,1.04,2.01,0.83,-0.91,1.31,-0.85,0.15,37.38,64.12,62.75,-35.75,23,4.19
1224761,8.02,-2.32,2.87,-0.44,2.44,0.08,-0.73,0.53,-0.64,32.88,57.31,61.5,-31.25,26.87,3.19
1225317,6.27,-2.52,2.25,-2.7,0.73,0.16,0.46,-0.31,0.34,31.19,66,58.94,-36.25,22.69,4.88
1225860,5.24,-3.31,1.22,-3.24,0.38,-1.99,-0.95,0.15,-0.68,40.31,60.19,49,-34.88,24.5,0.5
1226403,5.86,-2.27,2.48,-2.76,1.73,0.11,1.25,-0.2,0.05,30.75,61.63,59.31,-34.06,25,3.06
1226947,3.22,-2.45,2.43,-5.06,1.42,-1.07,-1.75,0.74,-0.63,56.81,57.69,47.81,-37.38,22.5,0.69
1227489,4.93,-1.88,3.36,-2.27,1.58,-2.29,0.23,0.33,0.28,54.94,47.13,31.37,-37.75,21,-8
1228035,4.22,-2.58,2.45,-2.43,0.64,-3.98,-0.73,0.21,-0.65,72.75,42.75,26.62,-36.88,18,-13.19
1228577,4.35,-2.31,5.25,-1.85,-0.31,-2.06,0.27,-0.18,0.38,64.62,39.31,15.25,-35.19,14.88,-16.75
1229120,5.5,-0.68,4.52,-1.35,0.71,-2.33,-0.35,0.27,-0.44,80.44,44.38,11.5,-37.19,9,-13.38
1229661,5.22,-0.26,5.62,-1.46,-0.1,-1.54,1.17,-0.03,0.41,66.25,42.94,0.81,-36.25,7.69,-15.5
1230204,5.42,-3.2,4.83,-1.48,-2.85,-2.11,-1.02,0.02,-0.31,83.75,44.75,3.19,-37.88,4.38,-14.5
1230749,4.99,-2,4.36,-1.94,-0.58,-2.41,0.59,-0.03,0.79,71.56,45,11.81,-38.19,8.06,-13.88
1231296,5.5,-1.2,5.29,-1.22,-0.84,-1.82,-0.23,-0.29,-0.28,74.37,43.31,2.88,-35.06,6.19,-16.37
1231838,5.04,-0.12,4.89,-1.76,-0.41,-1.96,0.77,-0.07,0.33,62.81,45.44,-0.37,-36.88,6.19,-15
1232382,5.35,-1.05,4.23,-1.71,-0.21,-2.05,-0.42,-0.09,-0.28,78.56,47.44,6.44,-38.06,4.5,-12.38
1232925,5.04,0,5.66,-2.26,0.72,-0.82,0.61,0.09,0.6,60.19,48.13,6.44,-35.88,9.06,-13.06
1233469,5.68,-1.75,3.94,-1.48,-0.97,-2.7,-0.55,0.15,-0.51,79.44,46.94,6.69,-36.5,5.38,-13.19
1234013,6.16,0.29,6.91,-0.53,-0.08,-0.24,0.3,0.25,0.52,59.69,43.06,-3,-36.25,5.25,-14.75
1234554,7.06,-0.85,5.73,-0.26,-1.41,-0.75,-0.1,-0.08,-0.42,76.87,48.38,-5.13,-36.56,3,-12.88
1235097,7.61,1.51,6.72,0.06,0.22,0.59,0.96,0,-0.1,56.88,50.31,-12.5,-37.19,5.06,-11.19
1235644,8.67,-1.82,6.44,1.12,-3.57,0.44,0.43,-0.24,-0.46,80.12,50.38,-16.25,-37.38,-2,-9.06
1236186,10.1,2.58,8.28,3.06,0.62,1.74,-0.23,-0.23,-0.52,59.69,45.81,-16.62,-35.19,2.25,-13.56
1236730,12.44,-1.69,2.86,3.05,-3.91,1.14,0.53,-1.56,1.42,65,73.31,-52.25,-39.56,-2.06,4.25
1237273,11.01,-1.17,1.51,1.34,-0.73,-0.04,0.22,0.26,-0.94,18,80.44,12.38,-36,17,3.38
1237816,9.11,-3.47,2.71,-0.59,-2.29,2.03,2.03,0.17,-0.13,46.06,82,60.25,-35.5,13.5,11.5
1238358,9.34,-2.61,0.98,-0.38,-1.9,0.03,1.14,0.25,-0.69,17.62,83,36.56,-35.06,18.25,5.56
1238902,8.3,-2.03,1.41,-1.16,-0.57,1.38,0.18,0.04,0.04,35.81,79.81,82.87,-34.5,15.69,10.19
1239444,9.06,-1.81,1.16,-0.65,-0.52,1.33,0.39,-0.22,-0.38,22.81,82.56,98.56,-35.19,17.87,9.19
1239991,9.26,-2.83,0.04,-0.01,0.33,0.37,1.2,-0.03,-0.31,39.19,71.06,96,-30.56,20.37,13.5
1240532,11.52,-1.8,0.13,1.82,-0.43,0.63,-0.77,0.16,-0.41,32.75,81.44,110.37,-33.06,17.5,11.19
1241073,10.73,-3.05,2.02,1.02,-1.74,2.44,1.16,-0.06,0.03,40.69,81.87,107,-34.56,14.56,13.06
1241617,12.65,-1.28,-0.23,2.95,0.14,-0.16,-0.95,0.12,-0.28,38.06,81.81,92.87,-33.5,16.75,10.69
1242164,12.36,-2.49,-0.84,2.7,-0.84,-0.47,1.22,-0.09,0.2,41.44,80.06,102.75,-35.25,14.25,14.38
1242707,12.35,-2.44,0.07,2.86,0,-0.33,-1.47,0.75,0.37,47.5,75.31,80.31,-34.25,17.06,12.06
1243249,14.45,-4.44,-0.18,4.79,-0.9,-0.2,0.21,-0.45,0.12,41.38,71,99.75,-32.56,17.87,16.06
1243792,13.98,-4.21,0.52,4.6,-1.35,0.35,-1.06,-0.03,-0.19,41.63,73.06,87.25,-32.19,18.56,11.69
1244336,15.07,-4.25,-1.66,5.55,-1.91,-1.4,0.31,-0.15,-0.37,36.31,76.06,96.19,-32.19,17.5,12.25
1244877,11.25,-1.22,0.41,1.78,0.92,1.81,0.51,-0.54,-0.27,45.13,74.75,122.94,-31.5,15.69,17.06
1245424,13.06,-2.41,-2.5,3.73,0.52,-1.84,0.26,-0.03,-0.02,39.19,72.06,102.62,-31.56,18.37,14.25
1245968,9.79,-2.76,0.04,0.1,-0.13,0.32,-0.08,0.44,0.1,47.44,74.19,95,-32.25,16.87,15
1246511,12.05,-1.11,-1.85,2.46,0.9,-1.5,1.49,-0.26,-0.49,40.75,77.87,99.81,-33.25,16.87,13.56
1247052,13.2,-1.25,-1.26,3.52,-0.02,-0.35,-0.6,-0.04,0.14,34.06,81,126.56,-34.88,16.06,12.38
1247594,14.77,-0.77,-5.4,4.09,2.43,-4.57,0.36,-0.11,0.09,23.31,73.44,108.94,-32,19.69,12
1248137,12.27,0.18,0,2.7,1.48,1.68,1.02,-0.11,0.5,32.88,77.19,141.06,-33.75,14.56,16.75
1248687,10.31,-2.79,-2.54,0.95,-0.33,-0.97,-0.2,-0.6,-0.58,16.19,72.75,124.12,-30.19,20.37,13.25
1249228,12.78,-0.7,-1.45,3.2,0.82,-0.05,-0.15,0.16,0.55,26.31,77.75,132.31,-34.38,16.06,13.56
1249770,9.62,-1.59,-0.72,0.18,0.77,0.45,0.39,-0.21,-0.64,19.94,74.37,116.44,-31.5,21.06,12.25
1250312,11.75,0.41,-0.71,2.22,1.9,1.03,0.15,0.26,0.77,30.87,76.25,137.69,-31.5,15.38,17
1250855,10.68,-0.11,-4.3,1.57,2.89,-2.26,0.94,-0.87,-0.81,22.06,68.19,124.19,-26.75,20.5,16.69
1251399,9.96,1.05,-4.95,0.32,1.83,-3.36,-0.75,0.25,-0.3,35.81,79.5,153.75,-34.5,15.75,15.25
1251944,16.09,-1.88,-5.37,6.85,0.66,-3.29,0.78,-0.12,-0.02,31.87,70.37,129.13,-28.56,16.56,18.19
1252487,12.12,-3.3,-0.17,2.55,-1.94,1.46,-0.26,0.69,-0.06,38,75.31,158.44,-31.06,14.5,18.87
1253029,12.12,-5.82,1.32,2.66,-3.59,2.68,0.63,0.34,0.13,27.62,74.56,121.25,-30.69,18.5,15.06
1253571,13.29,-1.06,-3.28,3.63,-0.15,-1.84,-0.82,0.71,0.07,32.44,80,147.56,-33.19,15.56,14.38
1254115,12.85,-2.68,-3.27,4.04,-0.62,-1.43,-0.14,-0.67,0.17,32.25,76,137.44,-32.19,16.56,15.75
1254659,12.52,-1.71,-1.37,2.93,-1.57,0.66,-0.57,0.53,0.14,35,78.19,175.88,-33.56,12.56,17.06
1255204,11.98,-4.4,-2.51,2.54,-2.3,-0.89,0.45,0.13,0.38,21.62,74.12,126.81,-31.69,18.06,14.69
1255746,12.97,-2.15,-3.77,3.42,-0.65,-2.17,-0.78,0.78,0.46,29.44,77.06,136.75,-32.5,16.37,16.06
1256288,15.37,-2.43,-0.72,4.32,1.05,-0.94,-0.33,-0.02,-0.13,18.19,71.81,112.56,-28.87,22.06,12.38
1256834,16.26,0.77,-3.81,5.06,2.6,-0.44,-0.06,-0.26,0.28,39.19,78.69,139.88,-33.19,14.88,15.69
1257375,13.1,0.29,-3.56,3.84,2.99,-1.79,1.1,-0.57,-0.71,21.37,70.75,123.37,-28.06,20.37,15.25
1257917,10.68,0.45,-1.91,1.13,1.81,-0.1,0.25,0.09,0.31,32.06,76.62,143.19,-32.5,16.06,17
1258462,7.78,-2.69,0.73,-1.78,-0.16,2.56,-0.16,-0.42,-0.68,30.31,70.69,128.06,-28,19.25,16.69
1259004,10.79,-0.2,-0.89,1.33,1.28,1.24,-0.09,0.1,0.71,38.19,74.37,143.94,-30.19,14.69,18.37
1259548,10.13,-2.77,0.71,0.88,-0.46,2.99,0.69,-0.57,-1.03,31.87,70.62,134.63,-28.69,19.19,18.37
1260092,10.81,-0.04,-2.08,1.25,1.14,-0.23,0.01,0.03,0.56,42.56,77,147.13,-32.75,13.19,18
1260634,9.96,-1.48,-4.5,0.07,0.11,-2.12,0.48,-0.29,-0.3,34.75,72.37,140.88,-30,17.19,19
1261176,10.5,-0.84,-1.63,0.97,0.6,0.15,0.24,-0.06,0.68,36.88,76.06,139.81,-33.06,14.69,17.56
1261723,7.75,-1.86,-2.9,-1.54,0.46,-0.85,-0.04,0.5,-0.63,24.87,71.5,131.31,-28.25,19,16.25
1262265,10.25,0.49,-1.42,0.77,2.09,0.46,0.07,0.19,0.51,30.94,75.31,139.81,-31.87,16.06,17.25
1262809,8.33,-1.24,-1.52,-1.02,0.79,0.58,0.75,0.05,-0.81,19.06,72.56,136.06,-29.75,20.56,15.56
1263351,9.43,0.2,-1.21,-0.06,1.83,0.58,-0.23,-0.02,0.42,26.69,75.44,137.38,-31.87,16.75,15.19
1263894,10.48,-2.3,-1.19,1.32,0.4,1,0.7,-0.35,-0.78,11.88,69.12,129.06,-27.56,22.25,14.5
1264436,8.58,-0.54,-0.96,-0.95,0.87,0.78,-1,0.39,0.67,20.06,76.62,140.94,-33.75,16.75,13.69
1264977,8.71,-2.01,-2.65,-0.53,0.47,-0.54,1.19,-0.21,-0.63,19.87,70.69,130.63,-28.06,19.69,16
1265534,7.43,-0.51,-1.01,-2.03,0.97,1.05,-0.3,0.31,0.34,18.37,74.94,143.44,-32.5,16.19,13.75
1266077,4.78,-1.5,-2.12,-4.54,0.6,0.03,0.19,-0.15,-0.4,15.94,72.06,136.38,-29.69,20.19,14.5
1266622,4.75,-1.32,-0.95,-4.31,1.68,1.24,-0.05,-0.28,0.78,17.06,67.62,126.12,-27.87,21.25,15.75
1267164,6.22,-1.82,-1.63,-2.55,0.44,0.27,0.53,-0.33,-0.59,13.13,71.62,134.88,-30.06,21.25,14.5
1267706,7.55,-1.56,-0.6,-1.82,0.41,1.43,-0.51,-0.2,0.72,18.31,72.69,135.38,-31.75,18.5,14.5
1268250,6.98,-2.73,-2.07,-2.1,0,0.39,-0.1,0.07,-0.49,9.31,67.87,131.94,-27.25,22.87,15.5
1268800,8.51,-1.52,-2.1,-0.72,0.65,0.34,-0.38,0.43,0.88,21.19,70.19,137.31,-29.87,17.5,17.19
1269342,7.08,-2.69,-1.25,-2.11,-0.01,0.81,0.5,0.04,-0.53,20.12,69.75,127.62,-27.75,21.06,15.38
1269882,6.62,-1.85,0.44,-2.71,1.13,2.41,-0.19,-0.41,0.15,21,68.31,123.56,-29.56,20.87,14.69
1270425,7.35,-2.73,-2.86,-1.41,1.08,-0.68,-0.26,-0.41,-0.31,13.88,63.38,120.25,-24.87,24.75,15.19
1270969,5.49,-4.59,0.31,-3.32,-1.3,3.04,-0.39,-0.64,0.48,27,64.12,129.63,-26.75,20.87,19.25
1271522,8.89,-3.48,-3.28,-0.14,-0.87,-0.51,-0.04,0.04,-0.88,19.56,67.12,136.63,-27.19,21.56,18.5
1272066,6.88,-2.92,-0.33,-1.93,0.25,1.8,0.21,-0.07,0.14,28.44,65.87,125.87,-27.69,18.37,19.25
1272608,5.41,-1.17,-1.7,-3.76,1.22,0.8,0.63,-0.07,-0.56,24.06,69.5,136.63,-28,19.75,18.56
1273152,5.67,-1.64,-0.3,-3.26,1.52,2.15,0.21,0.07,0.56,24.37,65.75,127.75,-27.25,20.56,18.5
1273697,6,-0.84,-1.89,-3.09,1.7,0.72,0.37,0.1,-0.17,23.19,68.12,135.75,-27.56,20.56,18.56
1274241,7.33,-2.11,-1.41,-1.92,-0.21,1.18,-1.08,-0.22,1.16,43.25,70.75,143.75,-29.37,14.88,18.75
1274782,7.76,-4.38,0.82,-1.33,-1.83,3.44,0.29,-0.26,-0.76,30.5,68.31,136.63,-27.25,19.19,18.75
1275329,10.85,-2.18,-2.44,1.46,-0.72,-0.01,-0.75,-0.14,1.09,31.06,72.75,147.94,-33.19,13.75,17
1275872,12.54,-2.56,-6.08,3.52,0.77,-4.17,-0.28,-0.29,-0.06,10.5,66.87,119.75,-28.87,23.75,14.56
1276413,11.74,-0.8,-1.44,2.25,1.2,-0.02,-0.94,0.52,0.9,29.87,75.44,125.19,-32.88,16.56,16.56
1276955,12.2,-4.11,-2.03,2.81,-0.34,-0.87,-0.28,-0.41,-0.21,17.69,67.5,107.06,-28.87,24.06,12.75
1277501,12.81,-3.1,-0.5,3.45,-0.29,0.3,-0.98,0.08,-0.08,22.19,72.69,106.56,-32.19,22.25,12.06
1278045,11.66,-5.92,0.83,2.66,-2.15,1.78,1.45,-0.17,-0.33,19.56,66.56,104.19,-28.19,23.37,13.06
1278588,10.84,-3.17,0.94,1.28,-1.1,1.64,0.71,0.52,-0.31,26.94,77.06,108.75,-33.25,17.56,13.06
1279130,13.85,-4.41,-0.75,4.92,-0.78,0.57,-0.23,-0.81,-0.2,22.37,74.62,115.5,-32.19,20.87,11.38
1279673,13.23,-1.67,-1.36,3.59,-0.47,-0.02,-0.34,0.13,0.06,34.19,79.44,137.69,-35.06,16.56,14.38
1280220,9.86,-2.7,-2.1,0.63,0.35,-0.81,0.94,-0.14,-0.4,19.25,70.12,112.81,-29.56,21.56,13.69
1280761,8.92,-1.96,-0.52,-0.61,0.18,0.18,0.5,0.08,0.85,34.38,76.62,108.25,-35.25,15.75,14.25
1281303,8.04,-2.86,-1.52,-1.5,0.02,0.61,0.04,-0.15,-0.18,18.5,69.94,126,-29.5,21.37,16
1281848,8.03,-2.15,-0.12,-1.29,0.42,1.43,-0.69,-0.01,0.73,30.62,71.69,120.87,-33.75,17.69,15.69
1282392,6.26,-2.07,-0.98,-2.99,0.83,0.42,0.11,0.12,-0.19,23.19,70.75,115.94,-28.87,21,14.69
1282935,6.29,-2.18,0.12,-3.03,0.38,1.68,0,0.01,0.22,33.31,72.12,121.37,-31.06,18.06,15.69
1283476,7.22,-1.63,-1.42,-2.34,0.54,-0.14,-0.16,-0.07,-0.27,31.87,75.44,121.12,-32.88,19.06,14.56
1284020,7.39,-1.57,-0.63,-2.03,0.85,0.57,-0.4,-0.05,0.28,39,73.75,116.44,-33.25,16.87,14.19
1284562,6.4,-1.31,-1.32,-2.94,1.26,0.1,0.14,-0.07,-0.05,31.19,72.44,119,-31.37,19.5,15.69
1285107,6.06,-2.32,0.37,-3.42,-0.21,1.59,0.29,0.02,0.69,38.88,75.5,119.94,-33.25,14.38,14.88
1285651,7.21,-2.35,-1.38,-1.92,0.81,0.18,0.3,-0.34,-0.23,32.94,68.81,116.44,-30.06,19.75,16.25
1286194,7.94,-2.93,-2.26,-0.79,0.56,0.45,0.2,-0.55,0.15,24.87,62.81,128.19,-26.5,20.37,19.69
1286736,6.96,-2.76,-2.54,-1.88,0.89,-0.41,-0.15,-0.01,-0.96,9.69,64.37,120.12,-26.19,24.75,15
1287278,5.18,-2.6,-0.5,-4.01,0.34,1.21,0.7,-0.1,0.68,14.06,69.62,120.12,-31.5,19.69,15
1287820,5.2,-2.36,-0.44,-3.85,1.14,0.83,-0.31,-0.19,-0.56,358.69,67.81,110.62,-27.87,26.5,9.88
1288367,8.8,-1.17,-0.77,-0.19,2.38,0.78,-0.77,0.29,0.62,3.75,66.31,113.31,-30.69,23.19,10.88
1288912,7.75,-3.15,-2.41,-1.16,0.23,-0.14,-0.28,0.02,-0.2,12.75,65.5,123.94,-29,22.87,15.88
1289454,8.18,-2.2,-0.94,-0.87,0.83,1.25,-0.13,-0.02,0.53,21.44,67.5,125.75,-29.25,20.37,16.87
1289996,7.39,-3.04,-2.3,-1.6,0.43,-0.18,0.19,0.16,-0.76,15,64.81,122.62,-25.25,24.06,15.5
1290537,10.33,-2.6,-2.24,1.39,0.64,0.11,0.22,0.22,0.57,18.56,65.56,125.19,-27.75,21.19,17.19
1291081,7.21,-3,-2.9,-1.86,0.37,-1.42,-0.03,-0.28,-0.43,11.44,67.87,113.62,-29,24.19,11.75
1291629,8.8,-2.7,-1.39,-0.44,-0.11,0.59,-0.39,-0.01,0.77,17.12,70.5,127.44,-32.25,18.5,15.5
1292171,8.15,-3.35,-2.43,-0.98,-0.76,0,0.05,0.12,-1.01,14.63,68.69,133.13,-28,22.75,16.5
1292712,6.14,0.47,0.08,-3.25,2.3,2.21,0.19,0.2,0.48,18.25,73.25,138.19,-32.25,17.75,15.75
1293255,8.41,-5.3,1.51,-0.62,-2.2,3.73,-0.22,-0.49,-0.91,9.75,67.12,125.56,-28.69,23.56,14.5
1293797,9.47,0.14,-0.6,0.28,2.04,2.24,0.22,0.25,0.81,18.81,69.5,146.19,-30.87,17.87,17.56
1294342,15.91,-1.64,-7.9,6.74,2.3,-5.24,0.32,-0.4,-0.36,14.94,65.56,123.87,-28.25,23.5,17.19
1294886,11.19,-0.21,-6.39,1.25,1.48,-3.79,-0.26,0.26,0.14,22.37,74.31,139.63,-33.38,17.19,15.38
1295430,11.68,-5.19,-1.66,2.68,-2.1,0.7,0.17,0.2,0.78,12.13,66.56,127.5,-28.75,21.87,15.69
1295971,11.05,-2.53,-2.79,1.92,-0.8,0.3,-0.76,0.26,0.15,5.75,68.69,150.75,-31,20.69,15.06
1296513,8.66,-2.54,2.29,-0.12,1.36,4.17,-0.21,0.27,-0.23,350.5,63.94,115.62,-27.69,26.5,10.56
1297056,8.67,-5.64,-2.8,-0.47,-2.99,-0.48,-0.5,-0.24,-0.5,5.06,69,132.13,-28.37,23.56,13
1297602,8.94,-3.14,-0.37,0.34,0.65,2.42,-0.05,-0.01,0.04,1.88,61.19,126.37,-25.25,25.75,16.06
1298144,6.46,-2.3,-1.76,-2.53,0.54,0.89,-0.13,0.04,-0.43,2.44,66.56,133.06,-27.75,23.25,15
1298682,6.2,-1.04,-1.2,-2.81,1.98,1.16,-0.3,0.41,0.87,12,66.69,127.19,-31.06,20.19,15.69
1299227,8.18,-4.53,-3.29,-0.81,-1.79,-0.5,0.37,-0.3,-0.59,9.81,66.44,135.5,-28.37,22.19,15.56
1299771,8.45,-1.14,0.26,-0.44,0.85,2.82,-0.27,0.06,0.64,7.75,69,142.25,-30.87,20.06,14.56
1300315,7.97,-2.59,-3.57,-1.6,-0.55,-0.08,0.12,-0.15,-0.33,2.13,66.06,144.63,-29.06,22.19,15.25
1300857,10.7,-1.09,-0.54,1.41,0.55,2.11,0.45,-0.05,0.52,10.44,71.19,147,-32.25,17.87,14.69
1301401,10.76,-0.65,-6.76,1.78,2.32,-4.2,0.3,-0.82,-0.69,0.12,66.37,130.69,-29.56,24,13.69
1301948,8.29,-0.6,-0.03,-1.17,0.91,1.98,0.02,-0.63,0.49,13.63,75,142.81,-34.5,18,13.25
1302490,7.58,-1.97,-2.01,-1.31,1.26,0.49,-0.32,-0.19,-0.09,8.88,65.25,127.75,-26.69,24.06,15
1303034,8.74,-0.9,-1.68,-0.46,1.09,0.91,-0.03,0.22,0.57,17.06,69.81,142.13,-29.87,19.06,17.5
1303577,7.43,-1.89,-3.21,-1.74,0.53,-0.78,0.34,-0.31,-0.53,18.06,69.56,135.63,-30.56,20.87,16.06
1304121,8.67,-1.7,-0.14,-0.62,0.06,2.4,0.13,-0.38,0.94,14.31,71.56,145.31,-32.75,18.75,16.37
1304663,12.52,-1.59,-6.56,0.79,1.67,-1.58,-0.21,-0.83,-0.65,5.06,65.44,135.94,-28.37,23.5,15
1305207,12.81,1.52,-6.77,3.12,3.2,-1.15,0.87,0.06,0.4,10.81,71.5,157.81,-32.75,16.56,15.88
1305752,9.74,-2.18,-7.31,0.39,0.99,-4.47,0.13,-0.4,0.15,359.31,65.69,135.19,-29.56,22.75,15.5
1306295,9.35,-0.74,-1.72,0.09,0.17,1.37,-1.05,0.77,0.43,13.56,70.75,163.5,-34.56,17,16
1306836,11.65,-2.36,-2.96,2.57,0.08,-0.2,0.96,0.01,-0.38,9.56,67.87,138.31,-29.19,22.37,16.19
1307378,8.23,-3.75,0.49,-1.2,-2.7,2.94,-0.61,0.24,0.36,23.5,74.25,156.19,-33.75,17.5,15.19
1307922,10.54,-5.55,2.26,1.52,-2.67,4.83,-0.22,-0.06,-0.52,14.38,66.81,131.81,-27.25,23.19,16.19
1308469,12.89,-3.82,-0.33,3.67,-3.11,2.93,-1.19,0.48,-0.47,29.31,70.06,167.56,-31.75,15,19.87
1309014,10.97,-4.97,1.41,1.91,-2.27,4.03,0.08,0.32,-0.3,14.81,67.44,134.19,-29.19,22.56,17.5
1309554,10.59,-5.16,-1.79,1.16,-3.52,1.57,-0.76,0.07,-0.17,14.75,70.75,163.69,-32.06,19,16.06
1310098,8.94,-5.08,2.02,0.14,-1.63,4.63,0.51,0.49,-0.36,1.19,64.12,126.62,-26.56,25.06,16.19
1310641,13.28,-2.73,-1.16,4.13,-1.22,2.05,-1.46,0.76,0.22,3.94,68.75,154.81,-31,19.56,15.06
1311182,13.04,-6.64,0.37,3.93,-3.56,2.32,0.32,0.16,0.33,6.13,68.12,122.25,-29.87,23.19,13.69
